content,rating,tokenized_content,sentiment
rèm chắn sáng rất tốt. dễ thao tác. nhưng quên đo độ dài của rèm nên dán hơi thấp mà hết keo để dán lại.,5,rèm tốt dễ thao_tác quên đo độ rèm dán keo dán,Positive
"Vải dày,  Màu sắc, kiểu dáng thiết kế đẹp. Không cần bắt thanh treo mà vẫn chắc chắn. Giá cả quá hợp lý!",5,vải dày màu_sắc kiểu_dáng thiết_kế đẹp không bắt treo chắc_chắn giá_cả hợp_lý,Positive
"Màn đẹp, dày, dễ lắp. Cảm ơn shop cung cấp sản phẩm tốt, thuận tiện sử dụng.",5,màn đẹp dày dễ lắp cảm_ơn cửa_hàng cung_cấp sản_phẩm tốt thuận_tiện sử_dụng,Positive
Rat tot giao rat nhanh. Chất liệu dày. Mua size hoi nhỏ,5,rat tốt giao rat nhanh chất_liệu dày mua cỡ hoi nhỏ,Positive
"Hàng đẹp va dày, dễ dàng treo ở các vị trí, keo hít chặt,5*",5,hàng đẹp va dày dễ_dàng treo vị_trí keo hít chặt 5,Positive
Màn treo vừa vặn. Giá cả hợp lý! Nếu có như cầu sẽ tiếp tục mua hàng của shop,5,màn treo vừa_vặn giá_cả hợp_lý cầu tiếp_tục mua hàng cửa_hàng,Positive
"tôi mua hai cái ,trả tiền hai cái mà nhận đc có một cái, đề nghị gửi trả  lại cho tôi nốt cáu nữa",1,mua hai tiền hai nhận đề_nghị gửi nốt cáu,Negative
"Mùng ơi ngoài đẹp hơn trong hình nhiều đó các bác. Họa tiết rõ và màu đẹp. Chất mùng dày dặn, mịn màng. Đường may tương đối kỹ. Bạn đầu mình sợ không xếp được nhưng coi clip trên mạng và học theo rồi sẽ làm được. Mới tập xếp thì hơi khó một tí nhưng hy vọng dần quen sẽ làm gọn hơn nè. Thép dẻo nên mọi người cứ tập làm mà hông sợ bị gãy nha.",5,mùng đẹp hình bác_họa tiết đẹp chất mùng dày_dặn mịn_màng đường may tương_đối kỹ đầu sợ không xếp coi clip mạng học tập xếp một_tí hy_vọng dần quen gọn nè thép dẻo tập hông sợ gãy nha,Positive
"Hàng nhận dc như mong đợi + kèm túi thơm bé bé của Ánh Sao.
Giao hàng siêu nhanh, tui mới đặt T7 mà CN đc giao luôn. trong khi ko đặt gói tikinow, chắc do ở HCM (Thủ đức) nhưng nói chung với tầm giá này thì RÂT HÀI LÒNG về sản phẩm lẫn dịch vụ của tiki.",5,hàng nhận mong_đợi kèm túi thơm bé bé ánh giao hàng siêu nhanh tui t7 cn giao không gói tikinow hcm thủ đức nói_chung tầm giá rât hài_lòng sản_phẩm lẫn dịch_vụ tiki,Positive
"Giao hàng nhanh, đúng thời hạn.
Sản phẩm chất lượng. Đường may chắc chắn.
Tuy nhiên, do chóp mùng thu hẹp lại, nên vào trong mùng cảm giác hơi hẹp.",5,giao hàng nhanh đúng thời_hạn sản_phẩm_chất_lượng đường may chắc_chắn tuy_nhiên chóp mùng thu_hẹp mùng cảm_giác hẹp,Positive
"Giao hàng nhanh, đóng gói cẩn thận, đường may chắc chắn, đẹp còn được tặng thêm túi thơm mình rất thích sẽ ủng hộ shop.  Đáng đồng tiền mọi người nên mua. Mới mua thêm 1 cái gối lông vũ của Shop luôn, chờ nhận hàng.",5,giao hàng nhanh đóng_gói cẩn_thận đường may chắc_chắn đẹp tặng túi thơm thích ủng_hộ cửa_hàng đáng đồng_tiền mua mua 1 gối lông_vũ cửa_hàng chờ nhận hàng,Positive
"mùng dầy. họa tiết đẹp. đường may đẹp. giá phù hợp với chất lượng.  
cửa khóa có mặt trong và ngoài nhưng chỉ kéo khóa 1 chiều không có 2 chiều giống mô tả. hơi bất tiện",4,mùng dầy_họa tiết đẹp đường may đẹp giá phù_hợp chất_lượng cửa khóa có_mặt kéo khóa 1 chiều không 2 chiều giống mô_tả bất_tiện,Positive
Hài lòng..vì phần khung có dấu hiệu rỉ sét nên mất 1 sao..còn lại đều ok..tiki giao đúng lịch và đóng gói cẩn thận,4,hài_lòng khung dấu_hiệu rỉ sét 1 ok tiki giao đúng lịch đóng_gói cẩn_thận,Positive
"Giao màu hồng ,lại có bông nhìn kém sang.
Làm ơn đổi lại màu xanh trơn ( không có bông hoa ) hoặc Tốt bụng hơn thì cho mình trả lại hàng nha . Chân thành cảm ơn !",3,giao hồng kém làm_ơn đổi xanh trơn không hoa tốt_bụng hàng nha chân_thành cảm_ơn,Negative
"lứới đủ dày nhưng chân mùng hơi ngắn, dễ tạo khe hở muỗi bay vào",4,lứới dày chân mùng ngắn dễ khe hở muỗi bay,Positive
"bị rách rồi shop ơi, buồn nghê, nhà có cái rồi mà hơi mỏng rồi mua thêm cái dày hơn. ai dè lại bị thủng 1 lỗ,😭",1,rách cửa_hàng buồn nghê mỏng mua dày dè thủng 1 lỗ,Negative
Mùng ok. mình đã mua lần 2. sorry vì không có thời gian chụp ảnh thực tế. Sản phẩm như hình quảng cáo.,5,mùng ok mua 2 sory không thời_gian chụp ảnh thực_tế sản_phẩm hình quảng_cáo,Positive
"Rất vừa vặn với thùng rác treo.,,..,… nói chung là hài lòng.",4,vừa_vặn thùng rác treo … nói_chung hài_lòng,Positive
"Túi rác này tạm ổn thôi, hơi mỏng manh. Tuy nhiên vẫn dùng tốt, mua với giá 1k nên quá tuyệt vời không đòi hỏi gì hơn.",5,túi rác tạm ổn mỏng_manh tuy_nhiên dùng tốt mua giá 1k tuyệt_vời không đòi_hỏi,Positive
1 túi quá dày 1 cuộn kô được bao nhiêu cái cả . Mình thấy túi ở siêu thị mua mỏng hơn,3,1 túi dày 1 cuộn không bao_nhiêu túi siêu_thị mua mỏng,Negative
Vừa vặn với thùng rác treo ……,4,vừa_vặn thùng rác treo … …,Positive
"Túi vừa đủ sử dụng cho gia đình 4 người, dùng với cỡ thùng rác thông dụng. Dùng hết 1 cuộn mà không bị rách hay thủng đáy cái nào.",5,túi sử_dụng gia_đình 4 dùng cỡ thùng rác thông_dụng dùng 1 cuộn not-negative hay thủng đáy,Positive
"Giao nhanh, tiện dụng, giá tương đối",5,giao nhanh tiện_dụng giá tương_đối,Positive
"Túi chắc chắn, vừa in sọt nhà mình. Nhưng chất liệu hơi nhám, cầm tay vào khó chịu.",4,túi chắc_chắn in sọt chất_liệu nhám cầm khó_chịu,Positive
"Túi rác phân hủy, dày dặn. chất lượng như trong siêu thị nhưng đc mua giá tốt",5,túi rác phân_hủy dày_dặn chất_lượng siêu_thị mua giá tốt,Positive
"Khi ng ta đặt mua theo kiểu là vì có khi nhà có mẫu khác rồi. Khách đặt mua mẫu mèo mà giao mẫu vầy, trùng với bộ ở nhà. Vd hết hàng thì đừng để sản phẩm ra bán. Ngẫu nhiên thì đừng cho chọn mẫu. Chọn rồi giao theo ý mình.",1,ng ta mua kiểu mẫu mua mẫu mèo giao mẫu_vầy trùng vd hàng đừng sản_phẩm ngẫu_nhiên đừng mẫu giao,Negative
"bình thường , 
hàng ko giống mẫu. nhìn dởm , sơ xài , hình khác mẫu và rất xấu . các bạn Khác cần cân nhắc kỹ hãy mua . nó khác tưởng tượng 80%",2,bình_thường hàng không giống mẫu dởm sơ xài hình mẫu xấu cân_nhắc kỹ mua tưởng_tượng 80,Negative
"Sản phẩm đẹp, dùng rất tốt, thảm êm 😍🥰🥰😚😘",5,sản_phẩm đẹp dùng tốt thảm êm,Positive
"Đã mua hàng của tiki nhiều nhưng lần này rất thất vọng, gửi không đúng mẫu mã đã lựa chọn.",1,mua hàng tiki thất_vọng gửi not-positive mẫu_mã lựa_chọn,Negative
"Giá hợp lý, quá hài lòng cho bộ sản phẩm này, các bạn nhỏ rất thích hjhj",5,giá hợp_lý hài_lòng sản_phẩm nhỏ thích hjhj,Positive
"Mua thảm mèo còn được tặng thêm con mèo nữa, vote 5 sao cho sốp luôn",5,mua thảm mèo tặng mèo vote 5 sốp,Positive
"Sản phẩm đẹp, giá rẻ. Chống trượt khá oki",5,sản_phẩm đẹp giá rẻ chống trượt ok,Positive
"Hình là con mèo,giao là con chó,nhưng đẹp",5,hình mèo giao chó đẹp,Positive
Thảm tam được chất Liệu không êm lắm nhưng rẻ thi vậy thôi,5,thảm tam chất_liệu không êm rẻ thi,Positive
Nhận được hàng với hình không đúng nhưng cũng không sao. Chất lượng ok,4,nhận hàng hình not-positive không chất_lượng ok,Positive
"Đáy dày nhưng thành mỏng, inox bóng, chưa đun nấu nên không biết có bền không, trước mắt thấy ngoại quan là đẹp. 
Góp ý Sunhouse nên chèn thêm mút ở đáy nồi những nồi ở trên khi đóng thùng vì con ốc gắn nắp cấn làm trầy đáy nồi.",5,đáy dày thành mỏng inox bóng đun_nấu không bền không trước_mắt ngoại quan đẹp góp_ý sunhouse chèn mút đáy nồi nồi đóng_thùng ốc gắn nắp cấn trầy đáy nồi,Positive
"Thời gian dự kiến giao trên web là thứ 4 mà đến tối thứ 5 mới nhận được điện thoại của shipper hẹn giao vào thứ 6. Rồi tối thứ 6 lại gọi hẹn giao vào sáng thứ 7, nhưng đến chiều thứ 7 vẫn không thấy giao, không liên lạc lại. Đến giờ vẫn chưa nhận được hàng nhưng trạng thái đơn hàng đã chuyển thành ""Giao thành công"". Rất thất vọng với Tiki.",1,thời_gian dự_kiến giao web 4 tối 5 nhận điện_thoại shiper hẹn giao 6 tối 6 gọi hẹn giao 7 chiều 7 không giao không liên_lạc nhận hàng trạng_thái đơn hàng thành giao thành_công thất_vọng tiki,Negative
"- Sale 50% nên mua được với giá tốt. Chất lượng thì đợi 1 thời gian xem sao nhưng ban đầu thì thấy nồi 5 đáy dày dặn. Nắp vung bằng kính cường lực nên thấy cũng sang, chỉ có điều nắp vung thiết kế đệm cao su thì perfect 😁",5,sale 50 mua giá tốt chất_lượng đợi 1 thời_gian ban_đầu nồi 5 đáy dày_dặn nắp vung kính cường_lực nắp vung thiết_kế đệm cao_su tốt,Positive
"Ấn tượng đầu tiên là nồi khá chắc chắn, đóng gói cẩn thận giao hàng nhanh. Hình thức đẹp, tay cầm ko bị nóng khi nấu. Sẽ ủng hộ tiếp",5,ấn_tượng đầu_tiên nồi chắc_chắn đóng_gói cẩn_thận giao hàng nhanh hình_thức đẹp tay_cầm không nóng nấu ủng_hộ tiếp,Positive
"mua hàng chính hãng mình cũng yên tâm về chất lượng với đọc nhiều phản hồi rồi mới đặt. chỉ lo vc bị vở nắp thôi. kiểm tra thì ok ưng lắm đẹp xịn k tì vết luôn. nồi dày dặn cả hộp 4,5 kg mn nha.",5,mua hàng hãng yên_tâm chất_lượng đọc phản_hồi lo vc nắp kiểm_tra ok ưng đẹp xịn k tì_vết nồi dày_dặn hộp 4 5 kg mn nha,Positive
"Bộ nồi đẹp, gọn, nhẹ, ko quá dày. Giao hàng nhanh. Tuy nhiên chảo tặng ko dùng cho bếp từ đc vì chảo nhỏ, đáy nồi nhỏ nên bếp từ ko nhận diện đc. Trừ 1 sao vì hàng tặng ko dùng đc.",4,nồi đẹp gọn_nhẹ không dày giao hàng nhanh tuy_nhiên chảo tặng không dùng bếp chảo nhỏ đáy nồi nhỏ bếp không nhận_diện trừ 1 hàng tặng không dùng,Positive
"Gửi lời cảm ơn đến tiki vì mình đã mua được sp rất ưng ý bộ nồi đẹp giá rẻ 699 k 
Giao hàng nhanh đến bất ngờ trong thời gian đang dịch cả nước",5,gửi cảm_ơn tiki mua sản_phẩm ưng_ý nồi đẹp giá rẻ 699 k giao hàng nhanh bất_ngờ thời_gian dịch nước,Positive
"Nồi rất chất lượng , mình rất ưng ý . Ship rất nhanh chỉ 1 ngày là mình đã nhận đc nồi. Lần sau sẽ ủng hộ lại shop",5,nồi chất_lượng ưng_ý ship nhanh 1 nhận nồi sau ủng_hộ cửa_hàng,Positive
"Đóng gói cẩn thận, giao hàng nhanh hơn dự kiến. Nồi sáng đẹp, thành nòi inox nam châm không hút, đáy nồ nam châm hút mạnh. Mới nấu thử bếp từ thấy OK.
Do mới xài chưa biết độ bền thê nào, vài tháng mà không rỉ sét là OK.",5,đóng_gói cẩn_thận giao hàng nhanh dự_kiến nồi đẹp thành nòi inox nam_châm không hút đáy nồ nam_châm hút nấu thử bếp ok xài độ bền thê không rỉ sét ok,Positive
Sản phẩm thì ok.nhưng shiper ko cho xem hàng...trên bill thì có để cho xem hàng mà người giao ko cho xem...kiến nghị tiki giao hàng cho xem hàng nếu ko có bị hư hõng và giống mẫu thì người mua sẽ nhận hàng thôi. Tốt cho cả đôi bên,4,sản_phẩm ok shiper không hàng bil hàng giao không kiến_nghị tiki giao hàng hàng not-negative hõng giống mẫu mua nhận hàng tốt đôi,Positive
"cản sáng thì cần phải đè 2 lớp mới đc, keo dính tùm lum dán khó hơn loại giấy dán tường, keo thừa ở giấy làm bẩn hết các vận dụng xung quanh nên dán xong phải vứt luôn cái giấy vào túi ninol. kinh nghiệm sương máu có đc sau khi trải nghiệm lần đầu.",3,cản đè 2 lớp keo dính tùm_lum dán giấy dán tường keo thừa giấy bẩn vận_dụng xung_quanh dán vứt giấy túi ninol kinh_nghiệm sương máu sau trải nghiệm đầu,Negative
Hàng chất lượng cực tệ - Bám dính cực kém. Ko xứng đáng nằm ở gian hàng chất lượng cao như TIKI,1,hàng chất_lượng cực tệ bám dính cực kém không xứng_đáng nằm gian_hàng chất_lượng tiki,Negative
"xốp hơi mỏng, keo bị ăn phần mặt giấy quá nhiều. so với giá tiền thì cũng ok",4,xốp mỏng keo mặt giấy giá tiền ok,Positive
Giao hàng nhanh. Đúng màu hàng ok,5,giao hàng nhanh đúng hàng ok,Positive
Mua 6 miếng cùng 1 mầm lại có 1 miếng khác tông màu.,1,mua 6 miếng 1 mầm 1 miếng tông,Negative
"Dày . Đẹp , giá hợp lý . Đáng mua",5,dày đẹp giá hợp_lý đáng mua,Positive
"sản phẩm sài tốt, hài lòng",2,sản_phẩm sài tốt hài_lòng,Negative
hàng ghi là 70x77 mà giao hàng là 35x77,1,hàng ghi 70x77 giao hàng 35x77,Negative
đặt 30 tấm gửi 20 tấm .  ?????,1,30 gửi 20,Negative
Giao hàng hơi lâu,4,giao hàng,Positive
"Giao đúng màu đã đặt, riêng đơn trước đó vài phút: không đặt màu trắng lại giao màu trắng, may là chỉ là khổ nhỏ",4,giao đúng đơn phút không trắng giao trắng may khổ nhỏ,Positive
Chỉ có khăn khổ nhỏ: giao màu không đúng đơn đặt,5,khăn khổ nhỏ giao not-positive đơn,Positive
"Khăn dày dặn, oke, đóng gói tốt, giao hàng nhanh",5,khăn dày_dặn oke đóng_gói tốt giao hàng nhanh,Positive
Hàng đẹp. màu đẹp. giá hơi mắc xíu nhưng ok.,5,hàng đẹp đẹp giá mắc xíu ok,Positive
Mình vừa nhận hàng vào lúc 11h ngày 22/04/2022 và sản phẩm bể như clip và hình ảnh đính kèm.,1,nhận hàng 11h 22 04 2022 sản_phẩm bể clip hình_ảnh đính kèm,Negative
"Hộp bị lỗi ko đậy nắp lại được, chỗ bẻ gập lỏng ko dính vào thành hộp",1,hộp lỗi không đậy nắp bẻ gập lỏng không dính thành hộp,Negative
"Hộp thủy tinh đẹp, dày dặn, như hình.",5,hộp thủy_tinh đẹp dày_dặn hình,Positive
"Hộp đẹp, dày dặn chắc chắn",5,hộp đẹp dày_dặn chắc_chắn,Positive
"Hộp tốt, nhưng đặt 2 ngăn shop giao 3 ngăn.",3,hộp tốt 2 ngăn cửa_hàng giao 3 ngăn,Negative
giao sai sản phẩm nhưng không đổi trả,1,giao sai sản_phẩm không đổi,Negative
Hàng dầy đẹp,5,hàng dầy đẹp,Positive
Hộp dày và đẹp,5,hộp dày đẹp,Positive
đẹp nhỏ gọn,5,đẹp nhỏ gọn,Positive
Goos,4,gos,Positive
"Nạo gọt rau củ quả của shop đep,chắc chắn, sử dụng tốt. Đáng 5 sao.",5,nạo gọt rau củ cửa_hàng đep chắc_chắn sử_dụng tốt đáng 5,Positive
"giao hàng nhanh, đóng gói sản phẩm ổn, nhân viên nhiệt tình :) sp ổn",5,giao hàng nhanh đóng_gói sản_phẩm ổn nhân_viên nhiệt_tình sản_phẩm ổn,Positive
"san pham dep va dung nhu trong anh, thanks Tiki.",5,san pham đẹp va dung nhu cám_ơn tiki,Positive
